formula,c_isotope,n_isotope,mass
"C34H46ClN3O10",13,15,728.392341588
"C31H64O",12,14,452.495716676
"C31H64O",13,14,483.599716648
"C31H64O",12,15,452.495716676
"C31H64O",13,15,483.599716648
"C30H42N4O2",12,14,490.330776613
"C30H42N4O2",13,14,520.431421747
"C30H42N4O2",12,15,494.318916186
"C30H42N4O2",13,15,524.41956132
"C30H42N2O2S",12,14,494.296699293
"C30H42N2O2S",13,14,524.397344427
"C30H42N2O2S",12,15,496.290769079
"C30H42N2O2S",13,15,526.391414213
"C15H23N2O19P2S-",12,14,629.009643859
"C15H23N2O19P2S-",13,14,644.059966426
"C15H23N2O19P2S-",12,15,631.003713645
"C15H23N2O19P2S-",13,15,646.054036212
"C19H34O2",12,14,294.255880336
"C19H34O2",13,14,313.319622254
"C19H34O2",12,15,294.255880336
"C19H34O2",13,15,313.319622254
"C22H25N2OS+",12,14,365.168210545
"C22H25N2OS+",13,14,387.242016977
"C22H25N2OS+",12,15,367.162280331
"C22H25N2OS+",13,15,389.236086763
"C14H8Cl4",12,14,315.938011097
"C14H8Cl4",13,14,329.984978826
"C14H8Cl4",12,15,315.938011097
"C14H8Cl4",13,15,329.984978826
"C19H34O3",12,14,310.250794958
"C19H34O3",13,14,329.314536876
"C19H34O3",12,15,310.250794958
"C19H34O3",13,15,329.314536876
"C16H12O3",12,14,252.078644251
"C16H12O3",13,14,268.132321656
"C16H12O3",12,15,252.078644251
"C16H12O3",13,15,268.132321656
"C3H5N5O",12,14,127.049409809
"C3H5N5O",13,14,130.059474322
"C3H5N5O",12,15,132.034584275
"C3H5N5O",13,15,135.044648788
"C16H12O4",12,14,268.073558874
"C16H12O4",13,14,284.127236278
"C16H12O4",12,15,268.073558874
"C16H12O4",13,15,284.127236278
"C16H12O5",12,14,284.068473496
"C16H12O5",13,14,300.122150901
"C16H12O5",12,15,284.068473496
"C16H12O5",13,15,300.122150901
"C12H8Br2N2O",12,14,353.900338089
"C12H8Br2N2O",13,14,365.940596143
"C12H8Br2N2O",12,15,355.894407876
"C12H8Br2N2O",13,15,367.934665929
"C16H12O6",12,14,300.063388118
"C16H12O6",13,14,316.117065523
"C16H12O6",12,15,300.063388118
"C16H12O6",13,15,316.117065523
"C30H62O10",12,14,582.434298211
"C30H62O10",13,14,612.534943345
"C30H62O10",12,15,582.434298211
"C30H62O10",13,15,612.534943345
"C16H12O7",12,14,316.05830274
"C16H12O7",13,14,332.111980145
"C16H12O7",12,15,316.05830274
"C16H12O7",13,15,332.111980145
"C16H12O8",12,14,332.053217362
"C16H12O8",13,14,348.106894767
"C16H12O8",12,15,332.053217362
"C16H12O8",13,15,348.106894767
"C5H5N5O2",12,14,167.044324431
"C5H5N5O2",13,14,172.06109862
"C5H5N5O2",12,15,172.029498897
"C5H5N5O2",13,15,177.046273086
"C26H35F3O6",12,14,500.238573456
"C26H35F3O6",13,14,526.325799239
"C26H35F3O6",12,15,500.238573456
"C26H35F3O6",13,15,526.325799239
"C12H21NO2",12,14,211.157228923
"C12H21NO2",13,14,223.197486977
"C12H21NO2",12,15,212.154263817
"C12H21NO2",13,15,224.19452187
"C4H8N2O3",12,14,132.053492133
"C4H8N2O3",13,14,136.066911485
"C4H8N2O3",12,15,134.04756192
"C4H8N2O3",13,15,138.060981271
"C11H13N3O3S",12,14,267.067761989
"C11H13N3O3S",13,14,278.104665205
"C11H13N3O3S",12,15,270.058866669
"C11H13N3O3S",13,15,281.095769885
"C8H9NOS",12,14,167.040484606
"C8H9NOS",13,14,175.067323309
"C8H9NOS",12,15,168.037519499
"C8H9NOS",13,15,176.064358202
"C4H8N2O4",12,14,148.048406756
"C4H8N2O4",13,14,152.061826107
"C4H8N2O4",12,15,150.042476542
"C4H8N2O4",13,15,154.055895893
"C17H11NO7",12,14,341.053551713
"C17H11NO7",13,14,358.110583956
"C17H11NO7",12,15,342.050586606
"C17H11NO7",13,15,359.107618849
"C35H56O8",12,14,604.397518774
"C35H56O8",13,14,639.514938097
"C35H56O8",12,15,604.397518774
"C35H56O8",13,15,639.514938097
"C62H91CoN13O15P+2",12,14,1347.58162387
"C62H91CoN13O15P+2",13,14,1409.78962381
"C62H91CoN13O15P+2",12,15,1360.54307748
"C62H91CoN13O15P+2",13,15,1422.75107743
"C20H15NO4",12,14,333.100107975
"C20H15NO4",13,14,353.167204731
"C20H15NO4",12,15,334.097142868
"C20H15NO4",13,15,354.164239624
"C45H54N4O17",12,14,922.34839633
"C45H54N4O17",13,14,967.499364031
"C45H54N4O17",12,15,926.336535903
"C45H54N4O17",13,15,971.487503604
"C12H21NO9",12,14,323.121631278
"C12H21NO9",13,14,335.161889332
"C12H21NO9",12,15,324.118666171
"C12H21NO9",13,15,336.158924225
"C20H15NO5",12,14,349.095022597
"C20H15NO5",13,14,369.162119353
"C20H15NO5",12,15,350.09205749
"C20H15NO5",13,15,370.159154246
"C19H18ClN3O5S",12,14,435.065569104
"C19H18ClN3O5S",13,14,454.129311022
"C19H18ClN3O5S",12,15,438.056673784
"C19H18ClN3O5S",13,15,457.120415702
"C20H15NO6",12,14,365.089937219
"C20H15NO6",13,14,385.157033975
"C20H15NO6",12,15,366.086972113
"C20H15NO6",13,15,386.154068869
"C20H15NO7",12,14,381.084851841
"C20H15NO7",13,14,401.151948597
"C20H15NO7",12,15,382.081886735
"C20H15NO7",13,15,402.148983491
"C73H88Cl2N10O26",12,14,1590.52482847
"C73H88Cl2N10O26",13,14,1663.76973163
"C73H88Cl2N10O26",12,15,1600.4951774
"C73H88Cl2N10O26",13,15,1673.74008056
"C20H15NO8",12,14,397.079766463
"C20H15NO8",13,14,417.14686322
"C20H15NO8",12,15,398.076801357
"C20H15NO8",13,15,418.143898113
"C9H16NO9S2-",12,14,346.027196078
"C9H16NO9S2-",13,14,355.057389618
"C9H16NO9S2-",12,15,347.024230971
"C9H16NO9S2-",13,15,356.054424511
"C23H37NO5",12,14,407.267173303
"C23H37NO5",13,14,430.344334573
"C23H37NO5",12,15,408.264208197
"C23H37NO5",13,15,431.341369466
"C9H15NO3",12,14,185.105193353
"C9H15NO3",13,14,194.135386893
"C9H15NO3",12,15,186.102228246
"C9H15NO3",13,15,195.132421786
"C23H37NO7",12,14,439.257002548
"C23H37NO7",13,14,462.334163817
"C23H37NO7",12,15,440.254037441
"C23H37NO7",13,15,463.33119871
"C4H5NO5S",12,14,178.988842966
"C4H5NO5S",13,14,183.002262317
"C4H5NO5S",12,15,179.985877859
"C4H5NO5S",13,15,183.999297211
"C25H26N6O",12,14,426.216809488
"C25H26N6O",13,14,451.300680433
"C25H26N6O",12,15,432.199018847
"C25H26N6O",13,15,457.282889792
"C37H71O8P",12,14,674.488655766
"C37H71O8P",13,14,711.612784765
"C37H71O8P",12,15,674.488655766
"C37H71O8P",13,15,711.612784765
"C42H67NO10",12,14,745.476497377
"C42H67NO10",13,14,787.617400564
"C42H67NO10",12,15,746.47353227
"C42H67NO10",13,15,788.614435458
"C16H14N2O3",12,14,282.100442326
"C16H14N2O3",13,14,298.154119731
"C16H14N2O3",12,15,284.094512113
"C16H14N2O3",13,15,300.148189517
"C16H14N2O4",12,14,298.095356948
"C16H14N2O4",13,14,314.149034353
"C16H14N2O4",12,15,300.089426735
"C16H14N2O4",13,15,316.143104139
"C4H6O",12,14,70.0418648147
"C4H6O",13,14,74.0552841659
"C4H6O",12,15,70.0418648147
"C4H6O",13,15,74.0552841659
"C95H157N9O27P2",12,14,1918.0664139
"C95H157N9O27P2",13,14,2013.38512349
"C95H157N9O27P2",12,15,1927.03972794
"C95H157N9O27P2",13,15,2022.35843753
"C20H18NO4+",12,14,336.123034491
"C20H18NO4+",13,14,356.190131247
"C20H18NO4+",12,15,337.120069385
"C20H18NO4+",13,15,357.187166141
"C17H18ClNO3S",12,14,351.069591849
"C17H18ClNO3S",13,14,368.126624092
"C17H18ClNO3S",12,15,352.066626743
"C17H18ClNO3S",13,15,369.123658985
"C7H7ClO",12,14,142.018542557
"C7H7ClO",13,14,149.042026421
"C7H7ClO",12,15,142.018542557
"C7H7ClO",13,15,149.042026421
"C9H8Cl2O3",12,14,233.985049543
"C9H8Cl2O3",13,14,243.015243083
"C9H8Cl2O3",12,15,233.985049543
"C9H8Cl2O3",13,15,243.015243083
"C38H40N2O11",12,14,700.263210137
"C38H40N2O11",13,14,738.390693974
"C38H40N2O11",12,15,702.257279924
"C38H40N2O11",13,15,740.38476376
"C16H26N2O13P2",12,14,516.091011952
"C16H26N2O13P2",13,14,532.144689357
"C16H26N2O13P2",12,15,518.085081739
"C16H26N2O13P2",13,15,534.138759144
"C28H26N2O6",12,14,486.179086578
"C28H26N2O6",13,14,514.273022036
"C28H26N2O6",12,15,488.173156364
"C28H26N2O6",13,15,516.267091822
"C46H77NO17",12,14,915.519150053
"C46H77NO17",13,14,961.673472591
"C46H77NO17",12,15,916.516184946
"C46H77NO17",13,15,962.670507485
"C15H16Cl3N3O2",12,14,375.030809903
"C15H16Cl3N3O2",13,14,390.08113247
"C15H16Cl3N3O2",12,15,378.021914583
"C15H16Cl3N3O2",13,15,393.07223715
"C5H12N2O2",12,14,132.08987764
"C5H12N2O2",13,14,137.106651829
"C5H12N2O2",12,15,134.083947426
"C5H12N2O2",13,15,139.100721615
"C13H17NO",12,14,203.131014173
"C13H17NO",13,14,216.174627064
"C13H17NO",12,15,204.128049066
"C13H17NO",13,15,217.171661958
"C15H25N5O15P2",12,14,577.08223818
"C15H25N5O15P2",13,14,592.132560747
"C15H25N5O15P2",12,15,582.067412646
"C15H25N5O15P2",13,15,597.117735213
"C29H38O9",12,14,530.251582819
"C29H38O9",13,14,559.348873115
"C29H38O9",12,15,530.251582819
"C29H38O9",13,15,559.348873115
"C21H28O2",12,14,312.208930143
"C21H28O2",13,14,333.279381737
"C21H28O2",12,15,312.208930143
"C21H28O2",13,15,333.279381737
"C21H28O3",12,14,328.203844765
"C21H28O3",13,14,349.274296359
"C21H28O3",12,15,328.203844765
"C21H28O3",13,15,349.274296359
"C21H28O4",12,14,344.198759387
"C21H28O4",13,14,365.269210981
"C21H28O4",12,15,344.198759387
"C21H28O4",13,15,365.269210981
"C21H28O5",12,14,360.193674009
"C21H28O5",13,14,381.264125603
"C21H28O5",12,15,360.193674009
"C21H28O5",13,15,381.264125603
"C8H18N4O",12,14,186.148061221
"C8H18N4O",13,14,194.174899923
"C8H18N4O",12,15,190.136200793
"C8H18N4O",13,15,198.163039496
"C19H41NO3S",12,14,363.280714878
"C19H41NO3S",13,14,382.344456796
"C19H41NO3S",12,15,364.277749771
"C19H41NO3S",13,15,383.341491689
"C21H28O6",12,14,376.188588631
"C21H28O6",13,14,397.259040225
"C21H28O6",12,15,376.188588631
"C21H28O6",13,15,397.259040225
"C7H16ClNO2",12,14,181.086956473
"C7H16ClNO2",13,14,188.110440338
"C7H16ClNO2",12,15,182.083991366
"C7H16ClNO2",13,15,189.107475231
"C21H28O7",12,14,392.183503253
"C21H28O7",13,14,413.253954847
"C21H28O7",12,15,392.183503253
"C21H28O7",13,15,413.253954847
"C21H28O8",12,14,408.178417876
"C21H28O8",13,14,429.248869469
"C21H28O8",12,15,408.178417876
"C21H28O8",13,15,429.248869469
"C10H19O7PS",12,14,314.058910165
"C10H19O7PS",13,14,324.092458543
"C10H19O7PS",12,15,314.058910165
"C10H19O7PS",13,15,324.092458543
"C21H28O9",12,14,424.173332498
"C21H28O9",13,14,445.243784091
"C21H28O9",12,15,424.173332498
"C21H28O9",13,15,445.243784091
"C63H106O35",12,14,1422.65146518
"C63H106O35",13,14,1485.86281996
"C63H106O35",12,15,1422.65146518
"C63H106O35",13,15,1485.86281996
"C23H29N7O6",12,14,499.2179317
"C23H29N7O6",13,14,522.295092969
"C23H29N7O6",12,15,506.197175952
"C23H29N7O6",13,15,529.274337222
"C14H23N4O8P2S+",12,14,469.070633866
"C14H23N4O8P2S+",13,14,483.117601595
"C14H23N4O8P2S+",12,15,473.058773439
"C14H23N4O8P2S+",13,15,487.105741168
"C4H7N",12,14,69.0578492299
"C4H7N",13,14,73.0712685811
"C4H7N",12,15,70.0548841231
"C4H7N",13,15,74.0683034743
"C90H74O36",12,14,1730.39597877
"C90H74O36",13,14,1820.69791417
"C90H74O36",12,15,1730.39597877
"C90H74O36",13,15,1820.69791417
"C17H13ClN4",12,14,308.082874148
"C17H13ClN4",13,14,325.139906391
"C17H13ClN4",12,15,312.071013721
"C17H13ClN4",13,15,329.128045964
"C5H10N+",12,14,84.0807757463
"C5H10N+",13,14,89.0975499353
"C5H10N+",12,15,85.0778106395
"C5H10N+",13,15,90.0945848285
"C20H18NO5+",12,14,352.117949114
"C20H18NO5+",13,14,372.18504587
"C20H18NO5+",12,15,353.114984007
"C20H18NO5+",13,15,373.182080763
"C19H21ClN2O",12,14,328.134241017
"C19H21ClN2O",13,14,347.197982935
"C19H21ClN2O",12,15,330.128310803
"C19H21ClN2O",13,15,349.192052721
"C25H40N7O18P3S",12,14,851.136337738
"C25H40N7O18P3S",13,14,876.220208683
"C25H40N7O18P3S",12,15,858.115581991
"C25H40N7O18P3S",13,15,883.199452936
"C14H8N2O2",12,14,236.058577511
"C14H8N2O2",13,14,250.105545241
"C14H8N2O2",12,15,238.052647298
"C14H8N2O2",13,15,252.099615027
"C14H8N2O4",12,14,268.048406756
"C14H8N2O4",13,14,282.095374485
"C14H8N2O4",12,15,270.042476542
"C14H8N2O4",13,15,284.089444271
"C19H22F2N4O3",12,14,392.165996993
"C19H22F2N4O3",13,14,411.229738911
"C19H22F2N4O3",12,15,396.154136566
"C19H22F2N4O3",13,15,415.217878484
"C5H13N3O",12,14,131.105862055
"C5H13N3O",13,14,136.122636244
"C5H13N3O",12,15,134.096966735
"C5H13N3O",13,15,139.113740924
"C14H8N2O6",12,14,300.038236
"C14H8N2O6",13,14,314.085203729
"C14H8N2O6",12,15,302.032305786
"C14H8N2O6",13,15,316.079273515
"C57H82O26",12,14,1182.50943281
"C57H82O26",13,14,1239.70065856
"C57H82O26",12,15,1182.50943281
"C57H82O26",13,15,1239.70065856
"C14H8N2O8",12,14,332.028065244
"C14H8N2O8",13,14,346.075032973
"C14H8N2O8",12,15,334.02213503
"C14H8N2O8",13,15,348.06910276
"C44H53CoN4O16+",12,14,952.278308296
"C44H53CoN4O16+",13,14,996.425921159
"C44H53CoN4O16+",12,15,956.266447869
"C44H53CoN4O16+",13,15,1000.41406073
"C42H83NO8P+",12,14,760.585081576
"C42H83NO8P+",13,14,802.725984764
"C42H83NO8P+",12,15,761.58211647
"C42H83NO8P+",13,15,803.723019657
"C19H19FO4",12,14,330.126737298
"C19H19FO4",13,14,349.190479216
"C19H19FO4",12,15,330.126737298
"C19H19FO4",13,15,349.190479216
"C12H14Cl2N2",12,14,256.05340388
"C12H14Cl2N2",13,14,268.093661933
"C12H14Cl2N2",12,15,258.047473666
"C12H14Cl2N2",13,15,270.08773172
"C21H21FN2O4S",12,14,416.120606063
"C21H21FN2O4S",13,14,437.191057657
"C21H21FN2O4S",12,15,418.114675849
"C21H21FN2O4S",13,15,439.185127443
"C20H31NO",12,14,301.240564622
"C20H31NO",13,14,321.307661378
"C20H31NO",12,15,302.237599516
"C20H31NO",13,15,322.304696272
"C36H52O8",12,14,612.366218646
"C36H52O8",13,14,648.486992807
"C36H52O8",12,15,612.366218646
"C36H52O8",13,15,648.486992807
"C12H20O2",12,14,196.146329886
"C12H20O2",13,14,208.18658794
"C12H20O2",12,15,196.146329886
"C12H20O2",13,15,208.18658794
"C19H15NO5",12,14,337.095022597
"C19H15NO5",13,14,356.158764515
"C19H15NO5",12,15,338.09205749
"C19H15NO5",13,15,357.155799409
"C12H20O3",12,14,212.141244508
"C12H20O3",13,14,224.181502562
"C12H20O3",12,15,212.141244508
"C12H20O3",13,15,224.181502562
"C19H15NO6",12,14,353.089937219
"C19H15NO6",13,14,372.153679137
"C19H15NO6",12,15,354.086972113
"C19H15NO6",13,15,373.150714031
"C12H20O4",12,14,228.13615913
"C12H20O4",13,14,240.176417184
"C12H20O4",12,15,228.13615913
"C12H20O4",13,15,240.176417184
"C49H86N2O17",12,14,974.592649347
"C49H86N2O17",13,14,1023.7570364
"C49H86N2O17",12,15,976.586719133
"C49H86N2O17",13,15,1025.75110619
"C22H19NO4",12,14,361.131408104
"C22H19NO4",13,14,383.205214535
"C22H19NO4",12,15,362.128442997
"C22H19NO4",13,15,384.202249428
"C22H19NO5",12,14,377.126322726
"C22H19NO5",13,14,399.200129157
"C22H19NO5",12,15,378.123357619
"C22H19NO5",13,15,400.19716405
"C4H8O",12,14,72.0575148789
"C4H8O",13,14,76.0709342301
"C4H8O",12,15,72.0575148789
"C4H8O",13,15,76.0709342301
"C22H19NO6",12,14,393.121237348
"C22H19NO6",13,14,415.195043779
"C22H19NO6",12,15,394.118272241
"C22H19NO6",13,15,416.192078673
"C6H18O24P6",12,14,659.861370568
"C6H18O24P6",13,14,665.881499595
"C6H18O24P6",12,15,659.861370568
"C6H18O24P6",13,15,665.881499595
"C27H46N2O2",12,14,430.355928731
"C27H46N2O2",13,14,457.446509352
"C27H46N2O2",12,15,432.349998518
"C27H46N2O2",13,15,459.440579138
"C31H38N2O7",12,14,550.267901585
"C31H38N2O7",13,14,581.371901557
"C31H38N2O7",12,15,552.261971371
"C31H38N2O7",13,15,583.365971343
"C14H13N3",12,14,223.110947433
"C14H13N3",13,14,237.157915162
"C14H13N3",12,15,226.102052113
"C14H13N3",13,15,240.149019842
"C5H10O2",12,14,102.068079565
"C5H10O2",13,14,107.084853754
"C5H10O2",12,15,102.068079565
"C5H10O2",13,15,107.084853754
"C6H10O",12,14,98.0731649431
"C6H10O",13,14,104.09329397
"C6H10O",12,15,98.0731649431
"C6H10O",13,15,104.09329397
"C5H10O3",12,14,118.062994187
"C5H10O3",13,14,123.079768376
"C5H10O3",12,15,118.062994187
"C5H10O3",13,15,123.079768376
"C16H17N3OS",12,14,299.109232873
"C16H17N3OS",13,14,315.162910278
"C16H17N3OS",12,15,302.100337553
"C16H17N3OS",13,15,318.154014958
"C5H10O4",12,14,134.057908809
"C5H10O4",13,14,139.074682998
"C5H10O4",12,15,134.057908809
"C5H10O4",13,15,139.074682998
"C5H10O5",12,14,150.052823432
"C5H10O5",13,14,155.069597621
"C5H10O5",12,15,150.052823432
"C5H10O5",13,15,155.069597621
"C6H3Cl3O2",12,14,211.91986247
"C6H3Cl3O2",13,14,217.939991497
"C6H3Cl3O2",12,15,211.91986247
"C6H3Cl3O2",13,15,217.939991497
"C5H10O6",12,14,166.047738054
"C5H10O6",13,14,171.064512243
"C5H10O6",12,15,166.047738054
"C5H10O6",13,15,171.064512243
"C6H3Cl3O4",12,14,243.909691715
"C6H3Cl3O4",13,14,249.929820742
"C6H3Cl3O4",12,15,243.909691715
"C6H3Cl3O4",13,15,249.929820742
"C6H10S",12,14,114.050321011
"C6H10S",13,14,120.070450038
"C6H10S",12,15,114.050321011
"C6H10S",13,15,120.070450038
"C10H26Cl2N2O2",12,14,276.137133509
"C10H26Cl2N2O2",13,14,286.170681887
"C10H26Cl2N2O2",12,15,278.131203296
"C10H26Cl2N2O2",13,15,288.164751674
"C24H32ClFO5",12,14,454.192230048
"C24H32ClFO5",13,14,478.272746155
"C24H32ClFO5",12,15,454.192230048
"C24H32ClFO5",13,15,478.272746155
"C27H35NO12",12,14,565.215925594
"C27H35NO12",13,14,592.306506215
"C27H35NO12",12,15,566.212960487
"C27H35NO12",13,15,593.303541108
"C43H80O10",12,14,756.575148789
"C43H80O10",13,14,799.719406814
"C43H80O10",12,15,756.575148789
"C43H80O10",13,15,799.719406814
"C19H23N5O3",12,14,369.180089631
"C19H23N5O3",13,14,388.243831549
"C19H23N5O3",12,15,374.165264097
"C19H23N5O3",13,15,393.229006015
"C32H38N4O12S3",12,14,766.164834776
"C32H38N4O12S3",13,14,798.272189585
"C32H38N4O12S3",12,15,770.152974349
"C32H38N4O12S3",13,15,802.260329158
"C8H21NO6P+",12,14,258.110100342
"C8H21NO6P+",13,14,266.136939044
"C8H21NO6P+",12,15,259.107135235
"C8H21NO6P+",13,15,267.133973938
"C4H9N",12,14,71.0734992941
"C4H9N",13,14,75.0869186453
"C4H9N",12,15,72.0705341873
"C4H9N",13,15,76.0839535385
"C39H47NO14",12,14,753.299655223
"C39H47NO14",13,14,792.430493898
"C39H47NO14",12,15,754.296690116
"C39H47NO14",13,15,793.427528791
"C12H16NO7+",12,14,286.092128294
"C12H16NO7+",13,14,298.132386347
"C12H16NO7+",12,15,287.089163187
"C12H16NO7+",13,15,299.12942124
"C8H16N3O8P",12,14,313.067501016
"C8H16N3O8P",13,14,321.094339718
"C8H16N3O8P",12,15,316.058605696
"C8H16N3O8P",13,15,324.085444398
"C14H30N4O2",12,14,286.236876228
"C14H30N4O2",13,14,300.283843957
"C14H30N4O2",12,15,290.225015801
"C14H30N4O2",13,15,304.27198353
"C49H78O4",12,14,730.590010992
"C49H78O4",13,14,779.754398044
"C49H78O4",12,15,730.590010992
"C49H78O4",13,15,779.754398044
"C68H97CoN21O21P2",12,14,1664.59751251
"C68H97CoN21O21P2",13,14,1732.82564148
"C68H97CoN21O21P2",12,15,1685.53524526
"C68H97CoN21O21P2",13,15,1753.76337423
"CHCl3",12,14,117.914383162
"CHCl3",13,14,118.917738
"CHCl3",12,15,117.914383162
"CHCl3",13,15,118.917738
"C21H32O",12,14,300.245315649
"C21H32O",13,14,321.315767243
"C21H32O",12,15,300.245315649
"C21H32O",13,15,321.315767243
"C22H24O6",12,14,384.157288503
"C22H24O6",13,14,406.231094935
"C22H24O6",12,15,384.157288503
"C22H24O6",13,15,406.231094935
"C22H24O7",12,14,400.152203125
"C22H24O7",13,14,422.226009557
"C22H24O7",12,15,400.152203125
"C22H24O7",13,15,422.226009557
"C14H12ClNO2",12,14,261.055656345
"C14H12ClNO2",13,14,275.102624074
"C14H12ClNO2",12,15,262.052691238
"C14H12ClNO2",13,15,276.099658967
"C22H24O8",12,14,416.147117747
"C22H24O8",13,14,438.220924179
"C22H24O8",12,15,416.147117747
"C22H24O8",13,15,438.220924179
"C13H18ClNO",12,14,239.107691915
"C13H18ClNO",13,14,252.151304806
"C13H18ClNO",12,15,240.104726808
"C13H18ClNO",13,15,253.1483397
"C8H8ClNO",12,14,169.029441594
"C8H8ClNO",13,14,177.056280297
"C8H8ClNO",12,15,170.026476487
"C8H8ClNO",13,15,178.05331519
"C36H64N8O17",12,14,880.438942672
"C36H64N8O17",13,14,916.559716833
"C36H64N8O17",12,15,888.415221817
"C36H64N8O17",13,15,924.535995978
"C25H22O10",12,14,482.121296927
"C25H22O10",13,14,507.205167872
"C25H22O10",12,15,482.121296927
"C25H22O10",13,15,507.205167872
"C55H74IN3O21S4",12,14,1367.27423222
"C55H74IN3O21S4",13,14,1422.45874829
"C55H74IN3O21S4",12,15,1370.26533689
"C55H74IN3O21S4",13,15,1425.44985297
"C46H56N4O8",12,14,792.409814795
"C46H56N4O8",13,14,838.564137334
"C46H56N4O8",12,15,796.397954368
"C46H56N4O8",13,15,842.552276907
"C46H56N4O9",12,14,808.404729417
"C46H56N4O9",13,14,854.559051956
"C46H56N4O9",12,15,812.39286899
"C46H56N4O9",13,15,858.547191529
"C20H25ClO7",12,14,412.128880867
"C20H25ClO7",13,14,432.195977623
"C20H25ClO7",12,15,412.128880867
"C20H25ClO7",13,15,432.195977623
"C20H25ClO8",12,14,428.123795489
"C20H25ClO8",13,14,448.190892245
"C20H25ClO8",12,15,428.123795489
"C20H25ClO8",13,15,448.190892245
"C6H12O",12,14,100.088815007
"C6H12O",13,14,106.108944034
"C6H12O",12,15,100.088815007
"C6H12O",13,15,106.108944034
"C16H25N4O10P2S+",12,14,527.076113174
"C16H25N4O10P2S+",13,14,543.129790579
"C16H25N4O10P2S+",12,15,531.064252747
"C16H25N4O10P2S+",13,15,547.117930152
"C12H4Cl6O",12,14,373.839331011
"C12H4Cl6O",13,14,385.879589064
"C12H4Cl6O",12,15,373.839331011
"C12H4Cl6O",13,15,385.879589064
"C25H42N2O19",12,14,674.238177178
"C25H42N2O19",13,14,699.322048124
"C25H42N2O19",12,15,676.232246965
"C25H42N2O19",13,15,701.31611791
"C16H29NO5",12,14,315.204573047
"C16H29NO5",13,14,331.258250451
"C16H29NO5",12,15,316.20160794
"C16H29NO5",13,15,332.255285345
"C25H27N9O8S2",12,14,645.14240027
"C25H27N9O8S2",13,14,670.226271215
"C25H27N9O8S2",12,15,654.115714309
"C25H27N9O8S2",13,15,679.199585254
"C36H36FeN4O2+",12,14,612.218219941
"C36H36FeN4O2+",13,14,648.338994101
"C36H36FeN4O2+",12,15,616.206359513
"C36H36FeN4O2+",13,15,652.327133674
"C19H28O2",12,14,288.208930143
"C19H28O2",13,14,307.272672061
"C19H28O2",12,15,288.208930143
"C19H28O2",13,15,307.272672061
"C10H20O",12,14,156.151415264
"C10H20O",13,14,166.184963642
"C10H20O",12,15,156.151415264
"C10H20O",13,15,166.184963642
"C19H28O3",12,14,304.203844765
"C19H28O3",13,14,323.267586683
"C19H28O3",12,15,304.203844765
"C19H28O3",13,15,323.267586683
"C19H28O4",12,14,320.198759387
"C19H28O4",13,14,339.262501305
"C19H28O4",12,15,320.198759387
"C19H28O4",13,15,339.262501305
"C16H31FO2",12,14,274.230808439
"C16H31FO2",13,14,290.284485844
"C16H31FO2",12,15,274.230808439
"C16H31FO2",13,15,290.284485844
"C22H27ClN4O3",12,14,430.177168464
"C22H27ClN4O3",13,14,452.250974895
"C22H27ClN4O3",12,15,434.165308037
"C22H27ClN4O3",13,15,456.239114468
"C30H37N5O5",12,14,547.279469324
"C30H37N5O5",13,14,577.380114458
"C30H37N5O5",12,15,552.26464379
"C30H37N5O5",13,15,582.365288924
"C15H25N3O16P2",12,14,565.071004792
"C15H25N3O16P2",13,14,580.121327359
"C15H25N3O16P2",12,15,568.062109471
"C15H25N3O16P2",13,15,583.112432038
"C11H18O2",12,14,182.130679822
"C11H18O2",13,14,193.167583038
"C11H18O2",12,15,182.130679822
"C11H18O2",13,15,193.167583038
"C37H50N6O6",12,14,674.379183369
"C37H50N6O6",13,14,711.503312367
"C37H50N6O6",12,15,680.361392728
"C37H50N6O6",13,15,717.485521727
"C10H15N4O9P",12,14,366.057664611
"C10H15N4O9P",13,14,376.091212989
"C10H15N4O9P",12,15,370.045804184
"C10H15N4O9P",13,15,380.079352562
"C4H10NO3PS",12,14,183.011900393
"C4H10NO3PS",13,14,187.025319744
"C4H10NO3PS",12,15,184.008935286
"C4H10NO3PS",13,15,188.022354637
"C11H18O8",12,14,278.100167555
"C11H18O8",13,14,289.13707077
"C11H18O8",12,15,278.100167555
"C11H18O8",13,15,289.13707077
"C11H18O9",12,14,294.095082177
"C11H18O9",13,14,305.131985393
"C11H18O9",12,15,294.095082177
"C11H18O9",13,15,305.131985393
"C42H62O11",12,14,742.429212833
"C42H62O11",13,14,784.570116021
"C42H62O11",12,15,742.429212833
"C42H62O11",13,15,784.570116021
"C6H13N",12,14,99.1047994225
"C6H13N",13,14,105.124928449
"C6H13N",12,15,100.101834316
"C6H13N",13,15,106.121963342
"C21H34O",12,14,302.260965714
"C21H34O",13,14,323.331417307
"C21H34O",12,15,302.260965714
"C21H34O",13,15,323.331417307
"C42H62O16",12,14,822.403785944
"C42H62O16",13,14,864.544689131
"C42H62O16",12,15,822.403785944
"C42H62O16",13,15,864.544689131
"C9H14N2O3",12,14,198.100442326
"C9H14N2O3",13,14,207.130635866
"C9H14N2O3",12,15,200.094512113
"C9H14N2O3",13,15,209.124705653
"C9H14N2O4",12,14,214.095356948
"C9H14N2O4",13,14,223.125550488
"C9H14N2O4",12,15,216.089426735
"C9H14N2O4",13,15,225.119620275
"C27H43NO2",12,14,413.32937963
"C27H43NO2",13,14,440.41996025
