formula,c_isotope,n_isotope,mass
"C22H26N2O3",12,14,366.194342711
"C22H26N2O3",13,14,388.268149143
"C22H26N2O3",12,15,368.188412498
"C22H26N2O3",13,15,390.262218929
"C22H26N2O4",12,14,382.189257333
"C22H26N2O4",13,14,404.263063765
"C22H26N2O4",12,15,384.18332712
"C22H26N2O4",13,15,406.257133551
"C14H24N2O7",12,14,332.158351136
"C14H24N2O7",13,14,346.205318865
"C14H24N2O7",12,15,334.152420922
"C14H24N2O7",13,15,348.199388651
"C9H16N3O13P3",12,14,466.989597146
"C9H16N3O13P3",13,14,476.019790687
"C9H16N3O13P3",12,15,469.980701826
"C9H16N3O13P3",13,15,479.010895366
"C8H15N3O4",12,14,217.106255986
"C8H15N3O4",13,14,225.133094688
"C8H15N3O4",12,15,220.097360665
"C8H15N3O4",13,15,228.124199368
"C14H24N2O9",12,14,364.14818038
"C14H24N2O9",13,14,378.195148109
"C14H24N2O9",12,15,366.142250166
"C14H24N2O9",13,15,380.189217895
"C15H12O",12,14,208.088815007
"C15H12O",13,14,223.139137574
"C15H12O",12,15,208.088815007
"C15H12O",13,15,223.139137574
"C8H15N3O7",12,14,265.090999852
"C8H15N3O7",13,14,273.117838554
"C8H15N3O7",12,15,268.082104531
"C8H15N3O7",13,15,276.108943234
"C26H36N2O3",12,14,424.272593032
"C26H36N2O3",13,14,450.359818815
"C26H36N2O3",12,15,426.266662819
"C26H36N2O3",13,15,452.353888601
"C37H70O5",12,14,594.522325357
"C37H70O5",13,14,631.646454356
"C37H70O5",12,15,594.522325357
"C37H70O5",13,15,631.646454356
"C28H58O",12,14,410.448766484
"C28H58O",13,14,438.542701942
"C28H58O",12,15,410.448766484
"C28H58O",13,15,438.542701942
"C28H29N2O12-",12,14,585.172597986
"C28H29N2O12-",13,14,613.266533445
"C28H29N2O12-",12,15,587.166667773
"C28H29N2O12-",13,15,615.260603231
"C13H21N3O",12,14,235.168462312
"C13H21N3O",13,14,248.212075203
"C13H21N3O",12,15,238.159566991
"C13H21N3O",13,15,251.203179883
"C9H11ClO3",12,14,202.039671929
"C9H11ClO3",13,14,211.06986547
"C9H11ClO3",12,15,202.039671929
"C9H11ClO3",13,15,211.06986547
"C20H32N8O5",12,14,464.249566179
"C20H32N8O5",13,14,484.316662935
"C20H32N8O5",12,15,472.225845325
"C20H32N8O5",13,15,492.292942081
"C16H28O2",12,14,252.208930143
"C16H28O2",13,14,268.262607548
"C16H28O2",12,15,252.208930143
"C16H28O2",13,15,268.262607548
"C66H75Cl2N9O24",12,14,1447.4301998
"C66H75Cl2N9O24",13,14,1513.6516191
"C66H75Cl2N9O24",12,15,1456.40351384
"C66H75Cl2N9O24",13,15,1522.62493314
"C11H13ClN2",12,14,208.076726138
"C11H13ClN2",13,14,219.113629354
"C11H13ClN2",12,15,210.070795924
"C11H13ClN2",13,15,221.10769914
"C16H28O7",12,14,332.183503254
"C16H28O7",13,14,348.237180658
"C16H28O7",12,15,332.183503254
"C16H28O7",13,15,348.237180658
"C10H13ClN2O3S",12,14,276.033540694
"C10H13ClN2O3S",13,14,286.067089072
"C10H13ClN2O3S",12,15,278.02761048
"C10H13ClN2O3S",13,15,288.061158858
"C6H3Cl3",12,14,179.930033226
"C6H3Cl3",13,14,185.950162253
"C6H3Cl3",12,15,179.930033226
"C6H3Cl3",13,15,185.950162253
"C31H24O10",12,14,556.136946991
"C31H24O10",13,14,587.240946963
"C31H24O10",12,15,556.136946991
"C31H24O10",13,15,587.240946963
"C3FeN3",12,14,133.944164116
"C3FeN3",13,14,136.954228629
"C3FeN3",12,15,136.935268795
"C3FeN3",13,15,139.945333309
"C23H32N6O6S2",12,14,552.182474171
"C23H32N6O6S2",13,14,575.25963544
"C23H32N6O6S2",12,15,558.16468353
"C23H32N6O6S2",13,15,581.2418448
"C31H24O12",12,14,588.126776236
"C31H24O12",13,14,619.230776207
"C31H24O12",12,15,588.126776236
"C31H24O12",13,15,619.230776207
"C6H6O7S",12,14,221.983423237
"C6H6O7S",13,14,228.003552264
"C6H6O7S",12,15,221.983423237
"C6H6O7S",13,15,228.003552264
"C42H59N3O10",12,14,765.42004513
"C42H59N3O10",13,14,807.560948318
"C42H59N3O10",12,15,768.41114981
"C42H59N3O10",13,15,810.552052998
"C57H94O27",12,14,1210.59824781
"C57H94O27",13,14,1267.78947357
"C57H94O27",12,15,1210.59824781
"C57H94O27",13,15,1267.78947357
"C17H24N2O4S",12,14,352.145677959
"C17H24N2O4S",13,14,369.202710202
"C17H24N2O4S",12,15,354.139747746
"C17H24N2O4S",13,15,371.196779988
"C9H18O2",12,14,158.130679822
"C9H18O2",13,14,167.160873362
"C9H18O2",12,15,158.130679822
"C9H18O2",13,15,167.160873362
"C10H17N3O5",12,14,259.116820672
"C10H17N3O5",13,14,269.15036905
"C10H17N3O5",12,15,262.107925351
"C10H17N3O5",13,15,272.141473729
"C30H47N3O9S",12,14,625.303300813
"C30H47N3O9S",13,14,655.403945947
"C30H47N3O9S",12,15,628.294405493
"C30H47N3O9S",13,15,658.395050627
"C18H24O4S",12,14,336.139529949
"C18H24O4S",13,14,354.199917029
"C18H24O4S",12,15,336.139529949
"C18H24O4S",13,15,354.199917029
"C11H15NO2",12,14,193.110278731
"C11H15NO2",13,14,204.147181947
"C11H15NO2",12,15,194.107313624
"C11H15NO2",13,15,205.14421684
"C11H15NO3",12,14,209.105193353
"C11H15NO3",13,14,220.142096569
"C11H15NO3",12,15,210.102228246
"C11H15NO3",13,15,221.139131462
"C9H18O8",12,14,254.100167555
"C9H18O8",13,14,263.130361095
"C9H18O8",12,15,254.100167555
"C9H18O8",13,15,263.130361095
"C34H46O18",12,14,742.268414674
"C34H46O18",13,14,776.38247916
"C34H46O18",12,15,742.268414674
"C34H46O18",13,15,776.38247916
"C44H80NO8P",12,14,781.56215506
"C44H80NO8P",13,14,825.709767923
"C44H80NO8P",12,15,782.559189953
"C44H80NO8P",13,15,826.706802816
"C8H21N3",12,14,159.17354769
"C8H21N3",13,14,167.200386392
"C8H21N3",12,15,162.164652369
"C8H21N3",13,15,170.191491072
"C11H15NO8",12,14,289.079766463
"C11H15NO8",13,14,300.116669679
"C11H15NO8",12,15,290.076801357
"C11H15NO8",13,15,301.113704573
"C19H27NO3",12,14,317.199093738
"C19H27NO3",13,14,336.262835656
"C19H27NO3",12,15,318.196128631
"C19H27NO3",13,15,337.25987055
"C19H27NO4",12,14,333.19400836
"C19H27NO4",13,14,352.257750278
"C19H27NO4",12,15,334.191043253
"C19H27NO4",13,15,353.254785172
"C8H18N4O2",12,14,202.142975843
"C8H18N4O2",13,14,210.169814545
"C8H18N4O2",12,15,206.131115416
"C8H18N4O2",13,15,214.157954118
"C21H32N2O",12,14,328.25146366
"C21H32N2O",13,14,349.321915253
"C21H32N2O",12,15,330.245533446
"C21H32N2O",13,15,351.31598504
"C19H27NO6",12,14,365.183837604
"C19H27NO6",13,14,384.247579523
"C19H27NO6",12,15,366.180872498
"C19H27NO6",13,15,385.244614416
"C19H27NO7",12,14,381.178752227
"C19H27NO7",13,14,400.242494145
"C19H27NO7",12,15,382.17578712
"C19H27NO7",13,15,401.239529038
"C33H34N4O6",12,14,582.247834845
"C33H34N4O6",13,14,615.358544492
"C33H34N4O6",12,15,586.235974418
"C33H34N4O6",13,15,619.346684065
"C7H10N2O",12,14,138.079312953
"C7H10N2O",13,14,145.102796818
"C7H10N2O",12,15,140.07338274
"C7H10N2O",13,15,147.096866605
"C4H8O8P-",12,14,214.996227324
"C4H8O8P-",13,14,219.009646675
"C4H8O8P-",12,15,214.996227324
"C4H8O8P-",13,15,219.009646675
"C3H5O3S-",12,14,120.996488297
"C3H5O3S-",13,14,124.00655281
"C3H5O3S-",12,15,120.996488297
"C3H5O3S-",13,15,124.00655281
"C8H4O3S2",12,14,211.960185375
"C8H4O3S2",13,14,219.987024077
"C8H4O3S2",12,15,211.960185375
"C8H4O3S2",13,15,219.987024077
"C14H11ClN4O",12,14,286.062138706
"C14H11ClN4O",13,14,300.109106435
"C14H11ClN4O",12,15,290.050278279
"C14H11ClN4O",13,15,304.097246008
"C23H30ClNO3",12,14,403.191421545
"C23H30ClNO3",13,14,426.268582814
"C23H30ClNO3",12,15,404.188456438
"C23H30ClNO3",13,15,427.265617707
"C3H11N3O6PS+",12,14,248.010068721
"C3H11N3O6PS+",13,14,251.020133235
"C3H11N3O6PS+",12,15,251.001173401
"C3H11N3O6PS+",13,15,254.011237914
"C8H9BO3",12,14,164.064474655
"C8H9BO3",13,14,172.091313358
"C8H9BO3",12,15,164.064474655
"C8H9BO3",13,15,172.091313358
"C13H9NO2",12,14,211.063328538
"C13H9NO2",13,14,224.10694143
"C13H9NO2",12,15,212.060363431
"C13H9NO2",13,15,225.103976323
"C20H20O4",12,14,324.13615913
"C20H20O4",13,14,344.203255886
"C20H20O4",12,15,324.13615913
"C20H20O4",13,15,344.203255886
"C13H9NO3",12,14,227.05824316
"C13H9NO3",13,14,240.101856052
"C13H9NO3",12,15,228.055278054
"C13H9NO3",13,15,241.098890945
"C20H20O5",12,14,340.131073752
"C20H20O5",13,14,360.198170509
"C20H20O5",12,15,340.131073752
"C20H20O5",13,15,360.198170509
"C13H9NO4",12,14,243.053157782
"C13H9NO4",13,14,256.096770674
"C13H9NO4",12,15,244.050192676
"C13H9NO4",13,15,257.093805567
"C20H20O6",12,14,356.125988375
"C20H20O6",13,14,376.193085131
"C20H20O6",12,15,356.125988375
"C20H20O6",13,15,376.193085131
"C20H20O7",12,14,372.120902997
"C20H20O7",13,14,392.187999753
"C20H20O7",12,15,372.120902997
"C20H20O7",13,15,392.187999753
"C15H14O",12,14,210.104465071
"C15H14O",13,14,225.154787638
"C15H14O",12,15,210.104465071
"C15H14O",13,15,225.154787638
"C2H5N3O2",12,14,103.03817642
"C2H5N3O2",13,14,105.044886096
"C2H5N3O2",12,15,106.0292811
"C2H5N3O2",13,15,108.035990775
"C18H24O5S",12,14,352.134444571
"C18H24O5S",13,14,370.194831651
"C18H24O5S",12,15,352.134444571
"C18H24O5S",13,15,370.194831651
"C12H15N4O2S+",12,14,279.091022857
"C12H15N4O2S+",13,14,291.13128091
"C12H15N4O2S+",12,15,283.079162429
"C12H15N4O2S+",13,15,295.119420483
"C48H82O18",12,14,946.55011583
"C48H82O18",13,14,994.711148044
"C48H82O18",12,15,946.55011583
"C48H82O18",13,15,994.711148044
"C13H21N5O",12,14,263.174610322
"C13H21N5O",13,14,276.218223214
"C13H21N5O",12,15,268.159784788
"C13H21N5O",13,15,281.20339768
"C8H5Cl3O3",12,14,253.930427157
"C8H5Cl3O3",13,14,261.957265859
"C8H5Cl3O3",12,15,253.930427157
"C8H5Cl3O3",13,15,261.957265859
"C27H21N3O10",12,14,547.122693911
"C27H21N3O10",13,14,574.213274531
"C27H21N3O10",12,15,550.11379859
"C27H21N3O10",13,15,577.204379211
"C10H18N4S",12,14,226.125217289
"C10H18N4S",13,14,236.158765667
"C10H18N4S",12,15,230.113356861
"C10H18N4S",13,15,240.146905239
"C33H47NO13",12,14,665.304740601
"C33H47NO13",13,14,698.415450249
"C33H47NO13",12,15,666.301775494
"C33H47NO13",13,15,699.412485142
"C12H19N4O10P3S",12,14,504.003473072
"C12H19N4O10P3S",13,14,516.043731125
"C12H19N4O10P3S",12,15,507.991612645
"C12H19N4O10P3S",13,15,520.031870698
"C33H45NO9",12,14,599.309432049
"C33H45NO9",13,14,632.420141696
"C33H45NO9",12,15,600.306466942
"C33H45NO9",13,15,633.417176589
"C28H48N8O17P3S",12,14,893.207097378
"C28H48N8O17P3S",13,14,921.301032836
"C28H48N8O17P3S",12,15,901.183376524
"C28H48N8O17P3S",13,15,929.277311982
"C15H24N2O16P2",12,14,550.060105754
"C15H24N2O16P2",13,14,565.110428321
"C15H24N2O16P2",12,15,552.054175541
"C15H24N2O16P2",13,15,567.104498108
"C23H28ClN3O5S",12,14,493.143819425
"C23H28ClN3O5S",13,14,516.220980694
"C23H28ClN3O5S",12,15,496.134924104
"C23H28ClN3O5S",13,15,519.212085374
"C22H27N9O7S2",12,14,593.147485648
"C22H27N9O7S2",13,14,615.22129208
"C22H27N9O7S2",12,15,602.120799687
"C22H27N9O7S2",13,15,624.194606119
"C16H24N4O10P2S",12,14,526.068836722
"C16H24N4O10P2S",13,14,542.122514127
"C16H24N4O10P2S",12,15,530.056976295
"C16H24N4O10P2S",13,15,546.1106537
"C33H37N5O5",12,14,583.279469324
"C33H37N5O5",13,14,616.390178972
"C33H37N5O5",12,15,588.26464379
"C33H37N5O5",13,15,621.375353438
"C10Cl12",12,14,539.62623252
"C10Cl12",13,14,549.659780898
"C10Cl12",12,15,539.62623252
"C10Cl12",13,15,549.659780898
"C24H40N5O8",12,14,526.287688287
"C24H40N5O8",13,14,550.368204394
"C24H40N5O8",12,15,531.272862753
"C24H40N5O8",13,15,555.35337886
"C5H12O8P2",12,14,262.000740382
"C5H12O8P2",13,14,267.017514571
"C5H12O8P2",12,15,262.000740382
"C5H12O8P2",13,15,267.017514571
"C12H7Cl3",12,14,255.961333355
"C12H7Cl3",13,14,268.001591408
"C12H7Cl3",12,15,255.961333355
"C12H7Cl3",13,15,268.001591408
"C17H24O2",12,14,260.177630015
"C17H24O2",13,14,277.234662257
"C17H24O2",12,15,260.177630015
"C17H24O2",13,15,277.234662257
"C24H31O8-",12,14,447.202441552
"C24H31O8-",13,14,471.282957659
"C24H31O8-",12,15,447.202441552
"C24H31O8-",13,15,471.282957659
"C17H24O3",12,14,276.172544637
"C17H24O3",13,14,293.229576879
"C17H24O3",12,15,276.172544637
"C17H24O3",13,15,293.229576879
"C17H14F3N3O2S",12,14,381.075881999
"C17H14F3N3O2S",13,14,398.132914242
"C17H14F3N3O2S",12,15,384.066986679
"C17H14F3N3O2S",13,15,401.124018921
"C17H24O4",12,14,292.167459259
"C17H24O4",13,14,309.224491501
"C17H24O4",12,15,292.167459259
"C17H24O4",13,15,309.224491501
"C21H20NO4+",12,14,350.138684556
"C21H20NO4+",13,14,371.209136149
"C21H20NO4+",12,15,351.135719449
"C21H20NO4+",13,15,372.206171043
"C17H24O5",12,14,308.162373881
"C17H24O5",13,14,325.219406123
"C17H24O5",12,15,308.162373881
"C17H24O5",13,15,325.219406123
"C17H24O6",12,14,324.157288503
"C17H24O6",13,14,341.214320746
"C17H24O6",12,15,324.157288503
"C17H24O6",13,15,341.214320746
"C7H15O10P",12,14,290.040283213
"C7H15O10P",13,14,297.063767077
"C7H15O10P",12,15,290.040283213
"C7H15O10P",13,15,297.063767077
"C17H24O9",12,14,372.142032369
"C17H24O9",13,14,389.199064612
"C17H24O9",12,15,372.142032369
"C17H24O9",13,15,389.199064612
"C30H24O6",12,14,480.157288503
"C30H24O6",13,14,510.257933637
"C30H24O6",12,15,480.157288503
"C30H24O6",13,15,510.257933637
"C7H5NS2",12,14,166.986340546
"C7H5NS2",13,14,174.00982441
"C7H5NS2",12,15,167.983375439
"C7H5NS2",13,15,175.006859303
"C25H34O10",12,14,494.215197312
"C25H34O10",13,14,519.299068257
"C25H34O10",12,15,494.215197312
"C25H34O10",13,15,519.299068257
"C14H20ClNO2",12,14,269.118256601
"C14H20ClNO2",13,14,283.165224331
"C14H20ClNO2",12,15,270.115291495
"C14H20ClNO2",13,15,284.162259224
"C33H46O7",12,14,554.324353831
"C33H46O7",13,14,587.435063479
"C33H46O7",12,15,554.324353831
"C33H46O7",13,15,587.435063479
"C3H10N3O3S+",12,14,168.043738313
"C3H10N3O3S+",13,14,171.053802826
"C3H10N3O3S+",12,15,171.034842993
"C3H10N3O3S+",13,15,174.044907506
"C18H24O",12,14,256.182715393
"C18H24O",13,14,274.243102473
"C18H24O",12,15,256.182715393
"C18H24O",13,15,274.243102473
"C25H34O11",12,14,510.210111934
"C25H34O11",13,14,535.29398288
"C25H34O11",12,15,510.210111934
"C25H34O11",13,15,535.29398288
"C30H24O9",12,14,528.142032369
"C30H24O9",13,14,558.242677503
"C30H24O9",12,15,528.142032369
"C30H24O9",13,15,558.242677503
"C33H46O8",12,14,570.319268453
"C33H46O8",13,14,603.429978101
"C33H46O8",12,15,570.319268453
"C33H46O8",13,15,603.429978101
"C25H34O13",12,14,542.199941179
"C25H34O13",13,14,567.283812124
"C25H34O13",12,15,542.199941179
"C25H34O13",13,15,567.283812124
"C33H46O9",12,14,586.314183075
"C33H46O9",13,14,619.424892723
"C33H46O9",12,15,586.314183075
"C33H46O9",13,15,619.424892723
"C25H34O14",12,14,558.194855801
"C25H34O14",13,14,583.278726746
"C25H34O14",12,15,558.194855801
"C25H34O14",13,15,583.278726746
"C35H60N2O4+2",12,14,572.454211265
"C35H60N2O4+2",13,14,607.571630588
"C35H60N2O4+2",12,15,574.448281051
"C35H60N2O4+2",13,15,609.565700374
"C12H17N2O4P",12,14,284.092593555
"C12H17N2O4P",13,14,296.132851608
"C12H17N2O4P",12,15,286.086663341
"C12H17N2O4P",13,15,298.126921394
"C44H54N4O16",12,14,894.353481708
"C44H54N4O16",13,14,938.501094571
"C44H54N4O16",12,15,898.341621281
"C44H54N4O16",13,15,942.489234144
"C12H20N2O",12,14,208.157563275
"C12H20N2O",13,14,220.197821328
"C12H20N2O",12,15,210.151633061
"C12H20N2O",13,15,222.191891114
"CH3O5P",12,14,125.971809717
"CH3O5P",13,14,126.975164555
"CH3O5P",12,15,125.971809717
"CH3O5P",13,15,126.975164555
"C13H19NO2",12,14,221.141578859
"C13H19NO2",13,14,234.185191751
"C13H19NO2",12,15,222.138613753
"C13H19NO2",13,15,235.182226644
"C20H21N7O7",12,14,471.150246065
"C20H21N7O7",13,14,491.217342821
"C20H21N7O7",12,15,478.129490318
"C20H21N7O7",13,15,498.196587074
"C13H19NO3",12,14,237.136493481
"C13H19NO3",13,14,250.180106373
"C13H19NO3",12,15,238.133528375
"C13H19NO3",13,15,251.177141266
"C15H16O",12,14,212.120115136
"C15H16O",13,14,227.170437703
"C15H16O",12,15,212.120115136
"C15H16O",13,15,227.170437703
"C13H8F2O3",12,14,250.044150523
"C13H8F2O3",13,14,263.087763414
"C13H8F2O3",12,15,250.044150523
"C13H8F2O3",13,15,263.087763414
"C56H78N4O6",12,14,902.592136257
"C56H78N4O6",13,14,958.780007174
"C56H78N4O6",12,15,906.58027583
"C56H78N4O6",13,15,962.768146747
"C24H31N7O6",12,14,513.233581764
"C24H31N7O6",13,14,537.314097871
"C24H31N7O6",12,15,520.212826017
"C24H31N7O6",13,15,544.293342124
"C3H4Cl2F2O",12,14,163.96072657
"C3H4Cl2F2O",13,14,166.970791084
"C3H4Cl2F2O",12,15,163.96072657
"C3H4Cl2F2O",13,15,166.970791084
"C6H10N3O4P",12,14,219.040892335
"C6H10N3O4P",13,14,225.061021362
"C6H10N3O4P",12,15,222.031997015
"C6H10N3O4P",13,15,228.052126041
"C36H49N5O8S",12,14,711.330184266
"C36H49N5O8S",13,14,747.450958427
"C36H49N5O8S",12,15,716.315358732
"C36H49N5O8S",13,15,752.436132893
"C24H31O9-",12,14,463.197356174
"C24H31O9-",13,14,487.277872281
"C24H31O9-",12,15,463.197356174
"C24H31O9-",13,15,487.277872281
"C62H114N2O23",12,14,1254.78123798
"C62H114N2O23",13,14,1316.98923792
"C62H114N2O23",12,15,1256.77530776
"C62H114N2O23",13,15,1318.98330771
"C8H14N2O5S",12,14,250.06234226
"C8H14N2O5S",13,14,258.089180963
"C8H14N2O5S",12,15,252.056412047
"C8H14N2O5S",13,15,260.083250749
"C7H19N3",12,14,145.157897625
"C7H19N3",13,14,152.18138149
"C7H19N3",12,15,148.149002305
"C7H19N3",13,15,155.17248617
"C14H16N2O2",12,14,244.121177768
"C14H16N2O2",13,14,258.168145497
"C14H16N2O2",12,15,246.115247555
"C14H16N2O2",13,15,260.162215284
"C25H21N3O2",12,14,395.163376934
"C25H21N3O2",13,14,420.247247879
"C25H21N3O2",12,15,398.154481613
"C25H21N3O2",13,15,423.238352558
"C14H16N2O3",12,14,260.11609239
"C14H16N2O3",13,14,274.16306012
"C14H16N2O3",12,15,262.110162177
"C14H16N2O3",13,15,276.157129906
"C16H16N2O3S",12,14,316.08816308
"C16H16N2O3S",13,14,332.141840485
"C16H16N2O3S",12,15,318.082232867
"C16H16N2O3S",13,15,334.135910271
"C35H32MgN4O5",12,14,612.222312059
"C35H32MgN4O5",13,14,647.339731381
"C35H32MgN4O5",12,15,616.210451631
"C35H32MgN4O5",13,15,651.327870954
"C14H16N2O6",12,14,308.100836257
"C14H16N2O6",13,14,322.147803986
"C14H16N2O6",12,15,310.094906043
"C14H16N2O6",13,15,324.141873772
"C22H18N2O4",12,14,374.126657077
"C22H18N2O4",13,14,396.200463508
"C22H18N2O4",12,15,376.120726863
"C22H18N2O4",13,15,398.194533295
"C14H16N2O7",12,14,324.095750879
"C14H16N2O7",13,14,338.142718608
"C14H16N2O7",12,15,326.089820665
"C14H16N2O7",13,15,340.136788394
"C14H16N2O8",12,14,340.090665501
"C14H16N2O8",13,14,354.13763323
"C14H16N2O8",12,15,342.084735287
"C14H16N2O8",13,15,356.131703016
"C27H28O5",12,14,432.193674009
"C27H28O5",13,14,459.28425463
"C27H28O5",12,15,432.193674009
"C27H28O5",13,15,459.28425463
"C18H26N2O4",12,14,334.189257333
"C18H26N2O4",13,14,352.249644414
"C18H26N2O4",12,15,336.18332712
"C18H26N2O4",13,15,354.2437142
"C6H12F2N2O2",12,14,182.08668404
"C6H12F2N2O2",13,14,188.106813067
"C6H12F2N2O2",12,15,184.080753826
"C6H12F2N2O2",13,15,190.100882853
"C18H20N2",12,14,264.162648652
"C18H20N2",13,14,282.223035733
"C18H20N2",12,15,266.156718439
"C18H20N2",13,15,284.217105519
"C27H28O6",12,14,448.188588631
"C27H28O6",13,14,475.279169252
"C27H28O6",12,15,448.188588631
"C27H28O6",13,15,475.279169252
"C58H84CoN16O11+",12,14,1239.58319924
"C58H84CoN16O11+",13,14,1297.77777984
"C58H84CoN16O11+",12,15,1255.53575753
"C58H84CoN16O11+",13,15,1313.73033813
"C22H18N2O9",12,14,454.101230187
"C22H18N2O9",13,14,476.175036619
"C22H18N2O9",12,15,456.095299974
"C22H18N2O9",13,15,478.169106405
"C24H33NO4",12,14,399.240958553
"C24H33NO4",13,14,423.32147466
"C24H33NO4",12,15,400.237993446
"C24H33NO4",13,15,424.318509553
"C26H28N2O5",12,14,448.19982202
"C26H28N2O5",13,14,474.287047802
"C26H28N2O5",12,15,450.193891806
"C26H28N2O5",13,15,476.281117589
"C19H22KN3O4S",12,14,427.0968088
"C19H22KN3O4S",13,14,446.160550718
"C19H22KN3O4S",12,15,430.08791348
"C19H22KN3O4S",13,15,449.151655398
"C32H57N5O9",12,14,655.415628455
"C32H57N5O9",13,14,687.522983264
"C32H57N5O9",12,15,660.400802921
"C32H57N5O9",13,15,692.50815773
"C14H33N10O7PS",12,14,516.199200666
"C14H33N10O7PS",13,14,530.246168395
"C14H33N10O7PS",12,15,526.169549598
"C14H33N10O7PS",13,15,540.216517327
"C10H10N2",12,14,158.084398331
"C10H10N2",13,14,168.117946709
"C10H10N2",12,15,160.078468118
"C10H10N2",13,15,170.112016496
"C22H29N3S2",12,14,399.180289327
"C22H29N3S2",13,14,421.254095758
"C22H29N3S2",12,15,402.171394006
"C22H29N3S2",13,15,424.245200438
"C20H24N8O6",12,14,472.181880545
"C20H24N8O6",13,14,492.248977301
"C20H24N8O6",12,15,480.15815969
"C20H24N8O6",13,15,500.225256446
"C35H44N4O16",12,14,776.275231387
"C35H44N4O16",13,14,811.39265071
"C35H44N4O16",12,15,780.26337096
"C35H44N4O16",13,15,815.380790283
"C3H9NO",12,14,75.0684139162
"C3H9NO",13,14,78.0784784296
"C3H9NO",12,15,76.0654488094
"C3H9NO",13,15,79.0755133228
"C10H13N3O5S",12,14,287.057591233
"C10H13N3O5S",13,14,297.091139611
"C10H13N3O5S",12,15,290.048695913
"C10H13N3O5S",13,15,300.082244291
"C14H10MgO6",12,14,298.032779954
"C14H10MgO6",13,14,312.079747683
"C14H10MgO6",12,15,298.032779954
"C14H10MgO6",13,15,312.079747683
"C10H14N5O10PS",12,14,427.019898896
"C10H14N5O10PS",13,14,437.053447274
"C10H14N5O10PS",12,15,432.005073362
"C10H14N5O10PS",13,15,442.03862174
"C6H14FO3P",12,14,184.066459026
"C6H14FO3P",13,14,190.086588052
"C6H14FO3P",12,15,184.066459026
"C6H14FO3P",13,15,190.086588052
"C18H20O2",12,14,268.146329886
"C18H20O2",13,14,286.206716967
"C18H20O2",12,15,268.146329886
"C18H20O2",13,15,286.206716967
"C19H25ClN2",12,14,316.170626523
"C19H25ClN2",13,14,335.234368441
"C19H25ClN2",12,15,318.164696309
"C19H25ClN2",13,15,337.228438228
"C18H33ClN2O5S",12,14,424.17987058
"C18H33ClN2O5S",13,14,442.240257661
"C18H33ClN2O5S",12,15,426.173940367
"C18H33ClN2O5S",13,15,444.234327447
"C18H20O3",12,14,284.141244508
"C18H20O3",13,14,302.201631589
"C18H20O3",12,15,284.141244508
"C18H20O3",13,15,302.201631589
"C16H22O10",12,14,374.121296927
"C16H22O10",13,14,390.174974332
"C16H22O10",12,15,374.121296927
"C16H22O10",13,15,390.174974332
"C16H22O11",12,14,390.116211549
"C16H22O11",13,14,406.169888954
"C16H22O11",12,15,390.116211549
"C16H22O11",13,15,406.169888954
"C18H20O4",12,14,300.13615913
"C18H20O4",13,14,318.196546211
"C18H20O4",12,15,300.13615913
"C18H20O4",13,15,318.196546211
"C7H5NO3S",12,14,182.999013722
"C7H5NO3S",13,14,190.022497587
"C7H5NO3S",12,15,183.996048615
"C7H5NO3S",13,15,191.01953248
"C18H20O5",12,14,316.131073753
"C18H20O5",13,14,334.191460833
"C18H20O5",12,15,316.131073753
"C18H20O5",13,15,334.191460833
"C12H8N4O5",12,14,288.049469388
"C12H8N4O5",13,14,300.089727442
"C12H8N4O5",12,15,292.037608961
"C12H8N4O5",13,15,304.077867014
"C7H11Cl2N3",12,14,207.033002789
"C7H11Cl2N3",13,14,214.056486653
"C7H11Cl2N3",12,15,210.024107468
"C7H11Cl2N3",13,15,217.047591333
"C24H16O10",12,14,464.074346735
"C24H16O10",13,14,488.154862842
"C24H16O10",12,15,464.074346735
"C24H16O10",13,15,488.154862842
"C11H19N3O6S",12,14,321.099456048
"C11H19N3O6S",13,14,332.136359264
"C11H19N3O6S",12,15,324.090560728
"C11H19N3O6S",13,15,335.127463944
"C24H16O11",12,14,480.069261357
"C24H16O11",13,14,504.149777464
"C24H16O11",12,15,480.069261357
"C24H16O11",13,15,504.149777464
"C19H17N9O5S2",12,14,515.079406083
"C19H17N9O5S2",13,14,534.143148001
"C19H17N9O5S2",12,15,524.052720122
